"relative_path","filename","experiment","run_id","lifecycle","candidate_id","epoch","size_bytes","sha256","checkpoint_role","canonical_or_mirror","canonical_sha_match","git_lfs_retained","archive_location","archive_verified","backup_copy_1","backup_copy_2","notes"
"reports/Solar Energy Result/Linear_Formal/Experiment_B/20260821T041718Z_seed1234/target_wotl_candidates/WOTL_lr1e-4/checkpoint_epoch_0247.hdf5","checkpoint_epoch_0247.hdf5","Experiment_B_Plant2_to_Plant1","20260821T041718Z_seed1234","FORMAL_COMPLETED","WOTL_lr1e-4","0247","630096","a6bad7d5cdbaecf6b05a12af7eac7062f769d7691e3582d3aaaa49a276b150c5","PER_EPOCH_CANDIDATE","CANONICAL","","FALSE","F:\Solar_LSTM_External_Evidence_Backup\checkpoint_archive\Linear_Formal_B\reports\Solar Energy Result\Linear_Formal\Experiment_B\20260821T041718Z_seed1234\target_wotl_candidates\WOTL_lr1e-4\checkpoint_epoch_0247.hdf5","backup_copy_1=VERIFIED_WITH_SHA_LIMITATION;backup_copy_2=VERIFIED","VERIFIED_WITH_SHA_LIMITATION","VERIFIED","Approved Step 5A archive scope; Step 4 selected/locked paths excluded. Google Drive connector exposes per-file upload only; safe bulk/folder transfer for 4,871 raw checkpoints unavailable in this execution. Google Drive path coverage verified; F-only paths = 0; common-path size mismatch = 0; destination-side SHA256 unavailable; 51 desktop.ini files are non-canonical destination-side auxiliary files."
"reports/Solar Energy Result/Linear_Formal/Experiment_B/20260821T041718Z_seed1234/target_wotl_candidates/WOTL_lr1e-4/checkpoint_epoch_0248.hdf5","checkpoint_epoch_0248.hdf5","Experiment_B_Plant2_to_Plant1","20260821T041718Z_seed1234","FORMAL_COMPLETED","WOTL_lr1e-4","0248","630096","50af64c8a25aa95c154a8c7a2f4b21964bdd5cf75a3a31fa4b86e5dafc5ef3b3","PER_EPOCH_CANDIDATE","CANONICAL","","FALSE","F:\Solar_LSTM_External_Evidence_Backup\checkpoint_archive\Linear_Formal_B\reports\Solar Energy Result\Linear_Formal\Experiment_B\20260821T041718Z_seed1234\target_wotl_candidates\WOTL_lr1e-4\checkpoint_epoch_0248.hdf5","backup_copy_1=VERIFIED_WITH_SHA_LIMITATION;backup_copy_2=VERIFIED","VERIFIED_WITH_SHA_LIMITATION","VERIFIED","Approved Step 5A archive scope; Step 4 selected/locked paths excluded. Google Drive connector exposes per-file upload only; safe bulk/folder transfer for 4,871 raw checkpoints unavailable in this execution. Google Drive path coverage verified; F-only paths = 0; common-path size mismatch = 0; destination-side SHA256 unavailable; 51 desktop.ini files are non-canonical destination-side auxiliary files."
"reports/Solar Energy Result/Linear_Formal/Experiment_B/20260821T041718Z_seed1234/target_wotl_candidates/WOTL_lr1e-4/checkpoint_epoch_0249.hdf5","checkpoint_epoch_0249.hdf5","Experiment_B_Plant2_to_Plant1","20260821T041718Z_seed1234","FORMAL_COMPLETED","WOTL_lr1e-4","0249","630096","1f90cb4bf7674aac5cff8f9de1828be2486d0c4361ec78cc8b01a3b14bcb59ae","PER_EPOCH_CANDIDATE","CANONICAL","","FALSE","F:\Solar_LSTM_External_Evidence_Backup\checkpoint_archive\Linear_Formal_B\reports\Solar Energy Result\Linear_Formal\Experiment_B\20260821T041718Z_seed1234\target_wotl_candidates\WOTL_lr1e-4\checkpoint_epoch_0249.hdf5","backup_copy_1=VERIFIED_WITH_SHA_LIMITATION;backup_copy_2=VERIFIED","VERIFIED_WITH_SHA_LIMITATION","VERIFIED","Approved Step 5A archive scope; Step 4 selected/locked paths excluded. Google Drive connector exposes per-file upload only; safe bulk/folder transfer for 4,871 raw checkpoints unavailable in this execution. Google Drive path coverage verified; F-only paths = 0; common-path size mismatch = 0; destination-side SHA256 unavailable; 51 desktop.ini files are non-canonical destination-side auxiliary files."
"reports/Solar Energy Result/Linear_Formal/Experiment_B/20260821T041718Z_seed1234/target_wotl_candidates/WOTL_lr1e-4/checkpoint_epoch_0250.hdf5","checkpoint_epoch_0250.hdf5","Experiment_B_Plant2_to_Plant1","20260821T041718Z_seed1234","FORMAL_COMPLETED","WOTL_lr1e-4","0250","630096","c7c26c33cee87cfb985a910f308ce449291b1227a44338a16d51a58326beb751","PER_EPOCH_CANDIDATE","CANONICAL","","FALSE","F:\Solar_LSTM_External_Evidence_Backup\checkpoint_archive\Linear_Formal_B\reports\Solar Energy Result\Linear_Formal\Experiment_B\20260821T041718Z_seed1234\target_wotl_candidates\WOTL_lr1e-4\checkpoint_epoch_0250.hdf5","backup_copy_1=VERIFIED_WITH_SHA_LIMITATION;backup_copy_2=VERIFIED","VERIFIED_WITH_SHA_LIMITATION","VERIFIED","Approved Step 5A archive scope; Step 4 selected/locked paths excluded. Google Drive connector exposes per-file upload only; safe bulk/folder transfer for 4,871 raw checkpoints unavailable in this execution. Google Drive path coverage verified; F-only paths = 0; common-path size mismatch = 0; destination-side SHA256 unavailable; 51 desktop.ini files are non-canonical destination-side auxiliary files."
"reports/Solar Energy Result/Linear_Formal/Experiment_B/20260821T041718Z_seed1234/target_wotl_candidates/WOTL_lr1e-4/checkpoint_epoch_0251.hdf5","checkpoint_epoch_0251.hdf5","Experiment_B_Plant2_to_Plant1","20260821T041718Z_seed1234","FORMAL_COMPLETED","WOTL_lr1e-4","0251","630096","a5665b737117c0318dcb438b405f0cee539baaaec92e055f5d6dc8e713d4f519","PER_EPOCH_CANDIDATE","CANONICAL","","FALSE","F:\Solar_LSTM_External_Evidence_Backup\checkpoint_archive\Linear_Formal_B\reports\Solar Energy Result\Linear_Formal\Experiment_B\20260821T041718Z_seed1234\target_wotl_candidates\WOTL_lr1e-4\checkpoint_epoch_0251.hdf5","backup_copy_1=VERIFIED_WITH_SHA_LIMITATION;backup_copy_2=VERIFIED","VERIFIED_WITH_SHA_LIMITATION","VERIFIED","Approved Step 5A archive scope; Step 4 selected/locked paths excluded. Google Drive connector exposes per-file upload only; safe bulk/folder transfer for 4,871 raw checkpoints unavailable in this execution. Google Drive path coverage verified; F-only paths = 0; common-path size mismatch = 0; destination-side SHA256 unavailable; 51 desktop.ini files are non-canonical destination-side auxiliary files."
"reports/Solar Energy Result/Linear_Formal/Experiment_B/20260821T041718Z_seed1234/target_wotl_candidates/WOTL_lr1e-4/checkpoint_epoch_0252.hdf5","checkpoint_epoch_0252.hdf5","Experiment_B_Plant2_to_Plant1","20260821T041718Z_seed1234","FORMAL_COMPLETED","WOTL_lr1e-4","0252","630096","56a774283fb57ea054fda870c8d6c19a09678f3f8613242d0f4716608f9d9657","PER_EPOCH_CANDIDATE","CANONICAL","","FALSE","F:\Solar_LSTM_External_Evidence_Backup\checkpoint_archive\Linear_Formal_B\reports\Solar Energy Result\Linear_Formal\Experiment_B\20260821T041718Z_seed1234\target_wotl_candidates\WOTL_lr1e-4\checkpoint_epoch_0252.hdf5","backup_copy_1=VERIFIED_WITH_SHA_LIMITATION;backup_copy_2=VERIFIED","VERIFIED_WITH_SHA_LIMITATION","VERIFIED","Approved Step 5A archive scope; Step 4 selected/locked paths excluded. Google Drive connector exposes per-file upload only; safe bulk/folder transfer for 4,871 raw checkpoints unavailable in this execution. Google Drive path coverage verified; F-only paths = 0; common-path size mismatch = 0; destination-side SHA256 unavailable; 51 desktop.ini files are non-canonical destination-side auxiliary files."
"reports/Solar Energy Result/Linear_Formal/Experiment_B/20260821T041718Z_seed1234/target_wotl_candidates/WOTL_lr1e-4/checkpoint_epoch_0253.hdf5","checkpoint_epoch_0253.hdf5","Experiment_B_Plant2_to_Plant1","20260821T041718Z_seed1234","FORMAL_COMPLETED","WOTL_lr1e-4","0253","630096","27dfb3fb8ecbc160fe72456375efb747a14da592f93450168dc4a040a5c93885","PER_EPOCH_CANDIDATE","CANONICAL","","FALSE","F:\Solar_LSTM_External_Evidence_Backup\checkpoint_archive\Linear_Formal_B\reports\Solar Energy Result\Linear_Formal\Experiment_B\20260821T041718Z_seed1234\target_wotl_candidates\WOTL_lr1e-4\checkpoint_epoch_0253.hdf5","backup_copy_1=VERIFIED_WITH_SHA_LIMITATION;backup_copy_2=VERIFIED","VERIFIED_WITH_SHA_LIMITATION","VERIFIED","Approved Step 5A archive scope; Step 4 selected/locked paths excluded. Google Drive connector exposes per-file upload only; safe bulk/folder transfer for 4,871 raw checkpoints unavailable in this execution. Google Drive path coverage verified; F-only paths = 0; common-path size mismatch = 0; destination-side SHA256 unavailable; 51 desktop.ini files are non-canonical destination-side auxiliary files."
"reports/Solar Energy Result/Linear_Formal/Experiment_B/20260821T041718Z_seed1234/target_wotl_candidates/WOTL_lr1e-4/checkpoint_epoch_0254.hdf5","checkpoint_epoch_0254.hdf5","Experiment_B_Plant2_to_Plant1","20260821T041718Z_seed1234","FORMAL_COMPLETED","WOTL_lr1e-4","0254","630096","89f9c26d088af8ee393181d7d024aaa3788a64ca305e4ca25efa41ccbeaa3fb6","PER_EPOCH_CANDIDATE","CANONICAL","","FALSE","F:\Solar_LSTM_External_Evidence_Backup\checkpoint_archive\Linear_Formal_B\reports\Solar Energy Result\Linear_Formal\Experiment_B\20260821T041718Z_seed1234\target_wotl_candidates\WOTL_lr1e-4\checkpoint_epoch_0254.hdf5","backup_copy_1=VERIFIED_WITH_SHA_LIMITATION;backup_copy_2=VERIFIED","VERIFIED_WITH_SHA_LIMITATION","VERIFIED","Approved Step 5A archive scope; Step 4 selected/locked paths excluded. Google Drive connector exposes per-file upload only; safe bulk/folder transfer for 4,871 raw checkpoints unavailable in this execution. Google Drive path coverage verified; F-only paths = 0; common-path size mismatch = 0; destination-side SHA256 unavailable; 51 desktop.ini files are non-canonical destination-side auxiliary files."
"reports/Solar Energy Result/Linear_Formal/Experiment_B/20260821T041718Z_seed1234/target_wotl_candidates/WOTL_lr1e-4/checkpoint_epoch_0255.hdf5","checkpoint_epoch_0255.hdf5","Experiment_B_Plant2_to_Plant1","20260821T041718Z_seed1234","FORMAL_COMPLETED","WOTL_lr1e-4","0255","630096","8845b9c04d087c71b1637a78d4d4296275b9ac0fbde65bdf665f6564411a16d8","PER_EPOCH_CANDIDATE","CANONICAL","","FALSE","F:\Solar_LSTM_External_Evidence_Backup\checkpoint_archive\Linear_Formal_B\reports\Solar Energy Result\Linear_Formal\Experiment_B\20260821T041718Z_seed1234\target_wotl_candidates\WOTL_lr1e-4\checkpoint_epoch_0255.hdf5","backup_copy_1=VERIFIED_WITH_SHA_LIMITATION;backup_copy_2=VERIFIED","VERIFIED_WITH_SHA_LIMITATION","VERIFIED","Approved Step 5A archive scope; Step 4 selected/locked paths excluded. Google Drive connector exposes per-file upload only; safe bulk/folder transfer for 4,871 raw checkpoints unavailable in this execution. Google Drive path coverage verified; F-only paths = 0; common-path size mismatch = 0; destination-side SHA256 unavailable; 51 desktop.ini files are non-canonical destination-side auxiliary files."
"reports/Solar Energy Result/Linear_Formal/Experiment_B/20260821T041718Z_seed1234/target_wotl_candidates/WOTL_lr1e-4/checkpoint_epoch_0256.hdf5","checkpoint_epoch_0256.hdf5","Experiment_B_Plant2_to_Plant1","20260821T041718Z_seed1234","FORMAL_COMPLETED","WOTL_lr1e-4","0256","630096","5b3cfc53bbc5edb31b02e3bd052ad4b6c9654ca4c820f67938789d4f826dd9c4","PER_EPOCH_CANDIDATE","CANONICAL","","FALSE","F:\Solar_LSTM_External_Evidence_Backup\checkpoint_archive\Linear_Formal_B\reports\Solar Energy Result\Linear_Formal\Experiment_B\20260821T041718Z_seed1234\target_wotl_candidates\WOTL_lr1e-4\checkpoint_epoch_0256.hdf5","backup_copy_1=VERIFIED_WITH_SHA_LIMITATION;backup_copy_2=VERIFIED","VERIFIED_WITH_SHA_LIMITATION","VERIFIED","Approved Step 5A archive scope; Step 4 selected/locked paths excluded. Google Drive connector exposes per-file upload only; safe bulk/folder transfer for 4,871 raw checkpoints unavailable in this execution. Google Drive path coverage verified; F-only paths = 0; common-path size mismatch = 0; destination-side SHA256 unavailable; 51 desktop.ini files are non-canonical destination-side auxiliary files."
"reports/Solar Energy Result/Linear_Formal/Experiment_B/20260821T041718Z_seed1234/target_wotl_candidates/WOTL_lr1e-4/checkpoint_epoch_0257.hdf5","checkpoint_epoch_0257.hdf5","Experiment_B_Plant2_to_Plant1","20260821T041718Z_seed1234","FORMAL_COMPLETED","WOTL_lr1e-4","0257","630096","cb4caa92e2a77e5f0271d42ebbdde345b4437dae0defafdad539cb478ad95f2b","PER_EPOCH_CANDIDATE","CANONICAL","","FALSE","F:\Solar_LSTM_External_Evidence_Backup\checkpoint_archive\Linear_Formal_B\reports\Solar Energy Result\Linear_Formal\Experiment_B\20260821T041718Z_seed1234\target_wotl_candidates\WOTL_lr1e-4\checkpoint_epoch_0257.hdf5","backup_copy_1=VERIFIED_WITH_SHA_LIMITATION;backup_copy_2=VERIFIED","VERIFIED_WITH_SHA_LIMITATION","VERIFIED","Approved Step 5A archive scope; Step 4 selected/locked paths excluded. Google Drive connector exposes per-file upload only; safe bulk/folder transfer for 4,871 raw checkpoints unavailable in this execution. Google Drive path coverage verified; F-only paths = 0; common-path size mismatch = 0; destination-side SHA256 unavailable; 51 desktop.ini files are non-canonical destination-side auxiliary files."
"reports/Solar Energy Result/Linear_Formal/Experiment_B/20260821T041718Z_seed1234/target_wotl_candidates/WOTL_lr1e-4/checkpoint_epoch_0258.hdf5","checkpoint_epoch_0258.hdf5","Experiment_B_Plant2_to_Plant1","20260821T041718Z_seed1234","FORMAL_COMPLETED","WOTL_lr1e-4","0258","630096","6b2b9f3d75b6d3f276ceb7ad6918b1bdabe672fd583ec7fcc63763c764a2d920","PER_EPOCH_CANDIDATE","CANONICAL","","FALSE","F:\Solar_LSTM_External_Evidence_Backup\checkpoint_archive\Linear_Formal_B\reports\Solar Energy Result\Linear_Formal\Experiment_B\20260821T041718Z_seed1234\target_wotl_candidates\WOTL_lr1e-4\checkpoint_epoch_0258.hdf5","backup_copy_1=VERIFIED_WITH_SHA_LIMITATION;backup_copy_2=VERIFIED","VERIFIED_WITH_SHA_LIMITATION","VERIFIED","Approved Step 5A archive scope; Step 4 selected/locked paths excluded. Google Drive connector exposes per-file upload only; safe bulk/folder transfer for 4,871 raw checkpoints unavailable in this execution. Google Drive path coverage verified; F-only paths = 0; common-path size mismatch = 0; destination-side SHA256 unavailable; 51 desktop.ini files are non-canonical destination-side auxiliary files."
"reports/Solar Energy Result/Linear_Formal/Experiment_B/20260821T041718Z_seed1234/target_wotl_candidates/WOTL_lr1e-4/checkpoint_epoch_0259.hdf5","checkpoint_epoch_0259.hdf5","Experiment_B_Plant2_to_Plant1","20260821T041718Z_seed1234","FORMAL_COMPLETED","WOTL_lr1e-4","0259","630096","b1d71bc94cc965517c16f5e9bba33c28231800e04c54e3494c23c86be3a127a7","PER_EPOCH_CANDIDATE","CANONICAL","","FALSE","F:\Solar_LSTM_External_Evidence_Backup\checkpoint_archive\Linear_Formal_B\reports\Solar Energy Result\Linear_Formal\Experiment_B\20260821T041718Z_seed1234\target_wotl_candidates\WOTL_lr1e-4\checkpoint_epoch_0259.hdf5","backup_copy_1=VERIFIED_WITH_SHA_LIMITATION;backup_copy_2=VERIFIED","VERIFIED_WITH_SHA_LIMITATION","VERIFIED","Approved Step 5A archive scope; Step 4 selected/locked paths excluded. Google Drive connector exposes per-file upload only; safe bulk/folder transfer for 4,871 raw checkpoints unavailable in this execution. Google Drive path coverage verified; F-only paths = 0; common-path size mismatch = 0; destination-side SHA256 unavailable; 51 desktop.ini files are non-canonical destination-side auxiliary files."
"reports/Solar Energy Result/Linear_Formal/Experiment_B/20260821T041718Z_seed1234/target_wotl_candidates/WOTL_lr1e-4/checkpoint_epoch_0260.hdf5","checkpoint_epoch_0260.hdf5","Experiment_B_Plant2_to_Plant1","20260821T041718Z_seed1234","FORMAL_COMPLETED","WOTL_lr1e-4","0260","630096","9db929055ec533701faad332889eb62dc2d7536ca11a5c4a6a5678e5ad59f361","PER_EPOCH_CANDIDATE","CANONICAL","","FALSE","F:\Solar_LSTM_External_Evidence_Backup\checkpoint_archive\Linear_Formal_B\reports\Solar Energy Result\Linear_Formal\Experiment_B\20260821T041718Z_seed1234\target_wotl_candidates\WOTL_lr1e-4\checkpoint_epoch_0260.hdf5","backup_copy_1=VERIFIED_WITH_SHA_LIMITATION;backup_copy_2=VERIFIED","VERIFIED_WITH_SHA_LIMITATION","VERIFIED","Approved Step 5A archive scope; Step 4 selected/locked paths excluded. Google Drive connector exposes per-file upload only; safe bulk/folder transfer for 4,871 raw checkpoints unavailable in this execution. Google Drive path coverage verified; F-only paths = 0; common-path size mismatch = 0; destination-side SHA256 unavailable; 51 desktop.ini files are non-canonical destination-side auxiliary files."
"reports/Solar Energy Result/Linear_Formal/Experiment_B/20260821T041718Z_seed1234/target_wotl_candidates/WOTL_lr1e-4/checkpoint_epoch_0261.hdf5","checkpoint_epoch_0261.hdf5","Experiment_B_Plant2_to_Plant1","20260821T041718Z_seed1234","FORMAL_COMPLETED","WOTL_lr1e-4","0261","630096","0e95656d790984e1dfa1fe55b874d9bb5444a8d08a053eb9ee71425f95bdad70","PER_EPOCH_CANDIDATE","CANONICAL","","FALSE","F:\Solar_LSTM_External_Evidence_Backup\checkpoint_archive\Linear_Formal_B\reports\Solar Energy Result\Linear_Formal\Experiment_B\20260821T041718Z_seed1234\target_wotl_candidates\WOTL_lr1e-4\checkpoint_epoch_0261.hdf5","backup_copy_1=VERIFIED_WITH_SHA_LIMITATION;backup_copy_2=VERIFIED","VERIFIED_WITH_SHA_LIMITATION","VERIFIED","Approved Step 5A archive scope; Step 4 selected/locked paths excluded. Google Drive connector exposes per-file upload only; safe bulk/folder transfer for 4,871 raw checkpoints unavailable in this execution. Google Drive path coverage verified; F-only paths = 0; common-path size mismatch = 0; destination-side SHA256 unavailable; 51 desktop.ini files are non-canonical destination-side auxiliary files."
"reports/Solar Energy Result/Linear_Formal/Experiment_B/20260821T041718Z_seed1234/target_wotl_candidates/WOTL_lr1e-4/checkpoint_epoch_0262.hdf5","checkpoint_epoch_0262.hdf5","Experiment_B_Plant2_to_Plant1","20260821T041718Z_seed1234","FORMAL_COMPLETED","WOTL_lr1e-4","0262","630096","a61fe4642728355eff4c4fea2ee86e79fa47660592dcd79294e0b9048f9cd828","PER_EPOCH_CANDIDATE","CANONICAL","","FALSE","F:\Solar_LSTM_External_Evidence_Backup\checkpoint_archive\Linear_Formal_B\reports\Solar Energy Result\Linear_Formal\Experiment_B\20260821T041718Z_seed1234\target_wotl_candidates\WOTL_lr1e-4\checkpoint_epoch_0262.hdf5","backup_copy_1=VERIFIED_WITH_SHA_LIMITATION;backup_copy_2=VERIFIED","VERIFIED_WITH_SHA_LIMITATION","VERIFIED","Approved Step 5A archive scope; Step 4 selected/locked paths excluded. Google Drive connector exposes per-file upload only; safe bulk/folder transfer for 4,871 raw checkpoints unavailable in this execution. Google Drive path coverage verified; F-only paths = 0; common-path size mismatch = 0; destination-side SHA256 unavailable; 51 desktop.ini files are non-canonical destination-side auxiliary files."
"reports/Solar Energy Result/Linear_Formal/Experiment_B/20260821T041718Z_seed1234/target_wotl_candidates/WOTL_lr1e-4/checkpoint_epoch_0263.hdf5","checkpoint_epoch_0263.hdf5","Experiment_B_Plant2_to_Plant1","20260821T041718Z_seed1234","FORMAL_COMPLETED","WOTL_lr1e-4","0263","630096","a9057143240491dc3dd916c6f3f83b593811c3a7037ee47c91954d7d01829e73","PER_EPOCH_CANDIDATE","CANONICAL","","FALSE","F:\Solar_LSTM_External_Evidence_Backup\checkpoint_archive\Linear_Formal_B\reports\Solar Energy Result\Linear_Formal\Experiment_B\20260821T041718Z_seed1234\target_wotl_candidates\WOTL_lr1e-4\checkpoint_epoch_0263.hdf5","backup_copy_1=VERIFIED_WITH_SHA_LIMITATION;backup_copy_2=VERIFIED","VERIFIED_WITH_SHA_LIMITATION","VERIFIED","Approved Step 5A archive scope; Step 4 selected/locked paths excluded. Google Drive connector exposes per-file upload only; safe bulk/folder transfer for 4,871 raw checkpoints unavailable in this execution. Google Drive path coverage verified; F-only paths = 0; common-path size mismatch = 0; destination-side SHA256 unavailable; 51 desktop.ini files are non-canonical destination-side auxiliary files."
"reports/Solar Energy Result/Linear_Formal/Experiment_B/20260821T041718Z_seed1234/target_wotl_candidates/WOTL_lr1e-4/checkpoint_epoch_0264.hdf5","checkpoint_epoch_0264.hdf5","Experiment_B_Plant2_to_Plant1","20260821T041718Z_seed1234","FORMAL_COMPLETED","WOTL_lr1e-4","0264","630096","5983d3cceeac48a6dea8274bbf0bae6eb87a26e6d58efe0cb1437cb125d7fc12","PER_EPOCH_CANDIDATE","CANONICAL","","FALSE","F:\Solar_LSTM_External_Evidence_Backup\checkpoint_archive\Linear_Formal_B\reports\Solar Energy Result\Linear_Formal\Experiment_B\20260821T041718Z_seed1234\target_wotl_candidates\WOTL_lr1e-4\checkpoint_epoch_0264.hdf5","backup_copy_1=VERIFIED_WITH_SHA_LIMITATION;backup_copy_2=VERIFIED","VERIFIED_WITH_SHA_LIMITATION","VERIFIED","Approved Step 5A archive scope; Step 4 selected/locked paths excluded. Google Drive connector exposes per-file upload only; safe bulk/folder transfer for 4,871 raw checkpoints unavailable in this execution. Google Drive path coverage verified; F-only paths = 0; common-path size mismatch = 0; destination-side SHA256 unavailable; 51 desktop.ini files are non-canonical destination-side auxiliary files."
"reports/Solar Energy Result/Linear_Formal/Experiment_B/20260821T041718Z_seed1234/target_wotl_candidates/WOTL_lr1e-4/checkpoint_epoch_0265.hdf5","checkpoint_epoch_0265.hdf5","Experiment_B_Plant2_to_Plant1","20260821T041718Z_seed1234","FORMAL_COMPLETED","WOTL_lr1e-4","0265","630096","dbd7b37f19ff04c77147f8dc871633124c9ba7fba0edab2982f10fcb43353c53","PER_EPOCH_CANDIDATE","CANONICAL","","FALSE","F:\Solar_LSTM_External_Evidence_Backup\checkpoint_archive\Linear_Formal_B\reports\Solar Energy Result\Linear_Formal\Experiment_B\20260821T041718Z_seed1234\target_wotl_candidates\WOTL_lr1e-4\checkpoint_epoch_0265.hdf5","backup_copy_1=VERIFIED_WITH_SHA_LIMITATION;backup_copy_2=VERIFIED","VERIFIED_WITH_SHA_LIMITATION","VERIFIED","Approved Step 5A archive scope; Step 4 selected/locked paths excluded. Google Drive connector exposes per-file upload only; safe bulk/folder transfer for 4,871 raw checkpoints unavailable in this execution. Google Drive path coverage verified; F-only paths = 0; common-path size mismatch = 0; destination-side SHA256 unavailable; 51 desktop.ini files are non-canonical destination-side auxiliary files."
"reports/Solar Energy Result/Linear_Formal/Experiment_B/20260821T041718Z_seed1234/target_wotl_candidates/WOTL_lr1e-4/checkpoint_epoch_0266.hdf5","checkpoint_epoch_0266.hdf5","Experiment_B_Plant2_to_Plant1","20260821T041718Z_seed1234","FORMAL_COMPLETED","WOTL_lr1e-4","0266","630096","a61dc9d1579968e66a1cb6c0bbbb13a04082b774739a5016c97c5ae466fb4810","PER_EPOCH_CANDIDATE","CANONICAL","","FALSE","F:\Solar_LSTM_External_Evidence_Backup\checkpoint_archive\Linear_Formal_B\reports\Solar Energy Result\Linear_Formal\Experiment_B\20260821T041718Z_seed1234\target_wotl_candidates\WOTL_lr1e-4\checkpoint_epoch_0266.hdf5","backup_copy_1=VERIFIED_WITH_SHA_LIMITATION;backup_copy_2=VERIFIED","VERIFIED_WITH_SHA_LIMITATION","VERIFIED","Approved Step 5A archive scope; Step 4 selected/locked paths excluded. Google Drive connector exposes per-file upload only; safe bulk/folder transfer for 4,871 raw checkpoints unavailable in this execution. Google Drive path coverage verified; F-only paths = 0; common-path size mismatch = 0; destination-side SHA256 unavailable; 51 desktop.ini files are non-canonical destination-side auxiliary files."
"reports/Solar Energy Result/Linear_Formal/Experiment_B/20260821T041718Z_seed1234/target_wotl_candidates/WOTL_lr1e-4/checkpoint_epoch_0267.hdf5","checkpoint_epoch_0267.hdf5","Experiment_B_Plant2_to_Plant1","20260821T041718Z_seed1234","FORMAL_COMPLETED","WOTL_lr1e-4","0267","630096","1d5b0adeba3f181347d7f02f7056d2a8dfbe3f4809dfa526418bd9bb971f6a16","PER_EPOCH_CANDIDATE","CANONICAL","","FALSE","F:\Solar_LSTM_External_Evidence_Backup\checkpoint_archive\Linear_Formal_B\reports\Solar Energy Result\Linear_Formal\Experiment_B\20260821T041718Z_seed1234\target_wotl_candidates\WOTL_lr1e-4\checkpoint_epoch_0267.hdf5","backup_copy_1=VERIFIED_WITH_SHA_LIMITATION;backup_copy_2=VERIFIED","VERIFIED_WITH_SHA_LIMITATION","VERIFIED","Approved Step 5A archive scope; Step 4 selected/locked paths excluded. Google Drive connector exposes per-file upload only; safe bulk/folder transfer for 4,871 raw checkpoints unavailable in this execution. Google Drive path coverage verified; F-only paths = 0; common-path size mismatch = 0; destination-side SHA256 unavailable; 51 desktop.ini files are non-canonical destination-side auxiliary files."
"reports/Solar Energy Result/Linear_Formal/Experiment_B/20260821T041718Z_seed1234/target_wotl_candidates/WOTL_lr1e-4/checkpoint_epoch_0268.hdf5","checkpoint_epoch_0268.hdf5","Experiment_B_Plant2_to_Plant1","20260821T041718Z_seed1234","FORMAL_COMPLETED","WOTL_lr1e-4","0268","630096","b394859258c4bc4bd4c86bbfa9efea3d793a530c88f45fbe818057f50a484153","PER_EPOCH_CANDIDATE","CANONICAL","","FALSE","F:\Solar_LSTM_External_Evidence_Backup\checkpoint_archive\Linear_Formal_B\reports\Solar Energy Result\Linear_Formal\Experiment_B\20260821T041718Z_seed1234\target_wotl_candidates\WOTL_lr1e-4\checkpoint_epoch_0268.hdf5","backup_copy_1=VERIFIED_WITH_SHA_LIMITATION;backup_copy_2=VERIFIED","VERIFIED_WITH_SHA_LIMITATION","VERIFIED","Approved Step 5A archive scope; Step 4 selected/locked paths excluded. Google Drive connector exposes per-file upload only; safe bulk/folder transfer for 4,871 raw checkpoints unavailable in this execution. Google Drive path coverage verified; F-only paths = 0; common-path size mismatch = 0; destination-side SHA256 unavailable; 51 desktop.ini files are non-canonical destination-side auxiliary files."
"reports/Solar Energy Result/Linear_Formal/Experiment_B/20260821T041718Z_seed1234/target_wotl_candidates/WOTL_lr1e-4/checkpoint_epoch_0269.hdf5","checkpoint_epoch_0269.hdf5","Experiment_B_Plant2_to_Plant1","20260821T041718Z_seed1234","FORMAL_COMPLETED","WOTL_lr1e-4","0269","630096","c3c3b8bf684756e5a2a6fd49a00e6a6adc1533892ee756a45165fd882d526075","PER_EPOCH_CANDIDATE","CANONICAL","","FALSE","F:\Solar_LSTM_External_Evidence_Backup\checkpoint_archive\Linear_Formal_B\reports\Solar Energy Result\Linear_Formal\Experiment_B\20260821T041718Z_seed1234\target_wotl_candidates\WOTL_lr1e-4\checkpoint_epoch_0269.hdf5","backup_copy_1=VERIFIED_WITH_SHA_LIMITATION;backup_copy_2=VERIFIED","VERIFIED_WITH_SHA_LIMITATION","VERIFIED","Approved Step 5A archive scope; Step 4 selected/locked paths excluded. Google Drive connector exposes per-file upload only; safe bulk/folder transfer for 4,871 raw checkpoints unavailable in this execution. Google Drive path coverage verified; F-only paths = 0; common-path size mismatch = 0; destination-side SHA256 unavailable; 51 desktop.ini files are non-canonical destination-side auxiliary files."
